500152.9738182382,6037015.480202333,500152.96448830864,6037293.653787995
500152.96448830864,6037293.653787995,500316.7389138342,6037432.7490584925
500316.7389138342,6037432.7490584925,500640.6690765178,6037432.783061479
500640.6690765178,6037432.783061479,500908.7716532475,6037667.718528768
500908.7716532475,6037667.718528768,500908.698363381,6038035.464388999
500908.698363381,6038035.464388999,500800.69856992405,6038125.127434174
500800.69856992405,6038125.127434174,500908.66139574384,6038220.950804339
500908.66139574384,6038220.950804339,500800.6649201884,6038316.733704257
500800.6649201884,6038316.733704257,500800.64971699024,6038403.301479602
500800.64971699024,6038403.301479602,500692.6598292276,6038499.086963571
500692.6598292276,6038499.086963571,500692.61708939873,6038780.37671687
500692.61708939873,6038780.37671687,500584.70435158507,6038866.929434558
500584.70435158507,6038866.929434558,500584.6797730421,6039058.535917957
500584.6797730421,6039058.535917957,500476.71059285436,6039148.09550322
500476.71059285436,6039148.09550322,500476.7012125997,6039237.778940512
500476.7012125997,6039237.778940512,500426.3135824421,6039281.057895353
500426.3135824421,6039281.057895353,500311.2354667934,6039281.048583884
500311.2354667934,6039281.048583884,500044.9409658237,6039515.928742748
500044.9409658237,6039515.928742748,500044.94008141017,6039605.612229624
500044.94008141017,6039605.612229624,500000.0,6039648.784708242
500000.0,6039648.784708242,499838.11879476975,6039794.106022883
499838.11879476975,6039794.106022883,499838.1221982081,6039889.9093909515
499838.1221982081,6039889.9093909515,499730.18775293534,6039985.717885776
499730.18775293534,6039985.717885776,499730.1985520647,6040168.089285713
499730.1985520647,6040168.089285713,499622.33771196764,6040263.900371647
499622.33771196764,6040263.900371647,499622.3451460047,6040353.5839587115
499622.3451460047,6040353.5839587115,499514.4255585022,6040443.166512611
499514.4255585022,6040443.166512611,499514.4456605327,6040631.769157656
499514.4456605327,6040631.769157656,499406.5355971987,6040727.5854266845
499406.5355971987,6040727.5854266845,499404.84740810806,6041185.016898617
499404.84740810806,6041185.016898617,499349.0553130162,6041237.544023026
499349.0553130162,6041237.544023026,499246.58460545883,6041237.5598207405
499246.58460545883,6041237.5598207405,499189.04559157515,6041280.853778866
499189.04559157515,6041280.853778866,499189.0626497593,6041376.657359244
499189.0626497593,6041376.657359244,499025.4536821897,6041509.65726082
499025.4536821897,6041509.65726082,498922.9890961344,6041509.68033959
498922.9890961344,6041509.68033959,498865.4342541395,6041463.294657248
498865.4342541395,6041463.294657248,498865.4126884001,6041376.726486351
498865.4126884001,6041376.726486351,498807.8556094839,6041330.452810713
498807.8556094839,6041330.452810713,498599.2934565147,6041330.512177356
498599.2934565147,6041330.512177356,498484.17044058937,6041234.634185043
498484.17044058937,6041234.634185043,498275.6038977861,6041234.708373363
498275.6038977861,6041234.708373363,498218.03781081445,6041185.326597559
498218.03781081445,6041185.326597559,498218.00272364466,6041095.642902191
498218.00272364466,6041095.642902191,498050.735311579,6040956.623796036
498050.735311579,6040956.623796036,497951.8187579012,6040956.66719978
497951.8187579012,6040956.66719978,497894.2485276953,6040913.52065841
497894.2485276953,6040913.52065841,497894.2041883031,6040817.605878692
497894.2041883031,6040817.605878692,497836.63017625245,6040771.344513094
497836.63017625245,6040771.344513094,497728.7756715595,6040771.397010897
497728.7756715595,6040771.397010897,497678.38698304544,6040728.138361439
497678.38698304544,6040728.138361439,497678.19639307144,6040354.159922303
497678.19639307144,6040354.159922303,497570.2194370389,6040264.532622322
497570.2194370389,6040264.532622322,497570.1172538672,6040072.925806038
497570.1172538672,6040072.925806038,497678.0089298264,6039986.301536733
497678.0089298264,6039986.301536733,497677.86558752484,6039705.011292553
497677.86558752484,6039705.011292553,497627.46469104424,6039661.864541959
497627.46469104424,6039661.864541959,497514.144551483,6039661.92494918
497514.144551483,6039661.92494918,497461.99144587835,6039615.554159806
497461.99144587835,6039615.554159806,497461.93982494087,6039522.866393361
497461.93982494087,6039522.866393361,497406.0899025322,6039470.267200491
497406.0899025322,6039470.267200491,497303.5794308453,6039470.326699919
497303.5794308453,6039470.326699919,497245.9842226103,6039427.077170829
497245.9842226103,6039427.077170829,497247.51750725077,6038963.52623895
497247.51750725077,6038963.52623895,497355.4275465957,6038873.778929262
497355.4275465957,6038873.778929262,497355.2661584976,6038595.60470917
497355.2661584976,6038595.60470917,497297.6586186531,6038549.350299674
497297.6586186531,6038549.350299674,497187.8731730289,6038549.416701138
